#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EP300	PPARG	9606.ENSP00000263253	9606.ENSP00000287820	0	0	0	0	0	0.860	0.500	0.963	0.997
EP300	TP53	9606.ENSP00000263253	9606.ENSP00000269305	0	0	0	0	0.049	0.999	0.900	0.998	0.999
EP300	HIF1A	9606.ENSP00000263253	9606.ENSP00000437955	0	0	0	0	0.082	0.999	0.900	0.996	0.999
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.561	0.954
ESR1	MDM2	9606.ENSP00000405330	9606.ENSP00000258149	0	0	0	0	0.042	0.785	0	0.762	0.946
ESR1	IL1B	9606.ENSP00000405330	9606.ENSP00000263341	0	0	0	0	0.051	0	0	0.819	0.820
ESR1	TP53	9606.ENSP00000405330	9606.ENSP00000269305	0	0	0	0	0	0.735	0	0.974	0.992
ESR1	PPARG	9606.ENSP00000405330	9606.ENSP00000287820	0	0	0	0.604	0.059	0	0	0.790	0.794
ESR1	ESR2	9606.ENSP00000405330	9606.ENSP00000343925	0	0	0.062	0.923	0.042	0.830	0.900	0.934	0.998
ESR1	PTEN	9606.ENSP00000405330	9606.ENSP00000361021	0	0	0	0	0	0.295	0	0.737	0.807
ESR1	MMP9	9606.ENSP00000405330	9606.ENSP00000361405	0	0	0	0	0.074	0	0	0.763	0.772
ESR1	IL6	9606.ENSP00000405330	9606.ENSP00000385675	0	0	0	0	0.054	0	0	0.789	0.792
ESR1	MUC1	9606.ENSP00000405330	9606.ENSP00000484824	0	0	0	0	0.062	0.292	0	0.777	0.839
ESR1	HIF1A	9606.ENSP00000405330	9606.ENSP00000437955	0	0	0	0	0.067	0.636	0	0.861	0.948
ESR1	IGF1R	9606.ENSP00000405330	9606.ENSP00000497069	0	0	0	0	0.063	0.743	0.500	0.994	0.999
ESR2	MAPK14	9606.ENSP00000343925	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.247	0.921
ESR2	TP53	9606.ENSP00000343925	9606.ENSP00000269305	0	0	0	0	0	0	0	0.783	0.783
ESR2	IGF1R	9606.ENSP00000343925	9606.ENSP00000497069	0	0	0	0	0	0.071	0	0.807	0.813
FASLG	TGFB1	9606.ENSP00000356694	9606.ENSP00000221930	0	0	0	0	0	0.071	0	0.716	0.724
FASLG	IL2	9606.ENSP00000356694	9606.ENSP00000226730	0	0	0	0	0.130	0	0	0.806	0.824
FASLG	IFNG	9606.ENSP00000356694	9606.ENSP00000229135	0	0	0	0	0.555	0	0	0.856	0.933
FASLG	IL1B	9606.ENSP00000356694	9606.ENSP00000263341	0	0	0	0	0.049	0	0	0.799	0.800
FASLG	TP53	9606.ENSP00000356694	9606.ENSP00000269305	0	0	0	0	0.087	0	0	0.703	0.718
FASLG	IL10	9606.ENSP00000356694	9606.ENSP00000412237	0	0	0	0	0.129	0	0	0.873	0.885
FASLG	TNF	9606.ENSP00000356694	9606.ENSP00000398698	0	0	0	0.663	0.085	0.053	0	0.983	0.984
GSK3B	MDM2	9606.ENSP00000324806	9606.ENSP00000258149	0	0	0	0	0.070	0.299	0	0.581	0.703
GSK3B	TP53	9606.ENSP00000324806	9606.ENSP00000269305	0	0	0	0	0	0.633	0	0.981	0.992
GSK3B	PTEN	9606.ENSP00000324806	9606.ENSP00000361021	0	0	0	0	0.056	0.092	0	0.899	0.906
GSK3B	MUC1	9606.ENSP00000324806	9606.ENSP00000484824	0	0	0	0	0	0.537	0	0.839	0.922
HIF1A	HMOX1	9606.ENSP00000437955	9606.ENSP00000216117	0	0	0	0	0.045	0	0	0.700	0.701
HIF1A	TGFB1	9606.ENSP00000437955	9606.ENSP00000221930	0	0	0	0	0.044	0.225	0	0.799	0.838
HIF1A	MDM2	9606.ENSP00000437955	9606.ENSP00000258149	0	0	0	0	0.060	0.839	0	0.929	0.988
HIF1A	IL1B	9606.ENSP00000437955	9606.ENSP00000263341	0	0	0	0	0.120	0	0	0.751	0.771
HIF1A	KDR	9606.ENSP00000437955	9606.ENSP00000263923	0	0	0	0	0.069	0	0	0.778	0.785
HIF1A	TP53	9606.ENSP00000437955	9606.ENSP00000269305	0	0	0	0	0	0.847	0	0.994	0.999
HIF1A	PPARG	9606.ENSP00000437955	9606.ENSP00000287820	0	0	0	0	0.067	0.071	0	0.845	0.854
HIF1A	TERT	9606.ENSP00000437955	9606.ENSP00000309572	0	0	0	0	0.055	0	0	0.698	0.702
HIF1A	PTGS2	9606.ENSP00000437955	9606.ENSP00000356438	0	0	0	0	0.201	0	0	0.797	0.831
HIF1A	PTEN	9606.ENSP00000437955	9606.ENSP00000361021	0	0	0	0	0.060	0	0	0.827	0.830
HIF1A	MMP9	9606.ENSP00000437955	9606.ENSP00000361405	0	0	0	0	0.088	0	0	0.815	0.824
HIF1A	IL6	9606.ENSP00000437955	9606.ENSP00000385675	0	0	0	0	0.139	0	0	0.777	0.800
HIF1A	TNF	9606.ENSP00000437955	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.818	0.818
HIF1A	IL10	9606.ENSP00000437955	9606.ENSP00000412237	0	0	0	0	0.048	0	0	0.749	0.751
HIF1A	IGF1R	9606.ENSP00000437955	9606.ENSP00000497069	0	0	0	0	0.057	0.071	0	0.740	0.752
HIF1A	MUC1	9606.ENSP00000437955	9606.ENSP00000484824	0	0	0	0	0.065	0.292	0	0.659	0.755
HMOX1	IL10	9606.ENSP00000216117	9606.ENSP00000412237	0	0	0	0	0.054	0	0	0.722	0.726
HMOX1	PPARG	9606.ENSP00000216117	9606.ENSP00000287820	0	0	0	0	0.049	0	0	0.782	0.784
HMOX1	PTGS2	9606.ENSP00000216117	9606.ENSP00000356438	0	0	0	0	0.073	0	0	0.782	0.789
HMOX1	TNF	9606.ENSP00000216117	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.792	0.792
HMOX1	IL6	9606.ENSP00000216117	9606.ENSP00000385675	0	0	0	0	0.070	0	0	0.804	0.810
HMOX1	IL1B	9606.ENSP00000216117	9606.ENSP00000263341	0	0	0	0	0.067	0	0	0.812	0.817
IFNG	TGFB1	9606.ENSP00000229135	9606.ENSP00000221930	0	0	0	0	0.055	0	0	0.886	0.888
IFNG	IL2	9606.ENSP00000229135	9606.ENSP00000226730	0	0	0	0	0.295	0	0	0.987	0.990
IFNG	MMP1	9606.ENSP00000229135	9606.ENSP00000322788	0	0	0	0	0.058	0	0	0.701	0.706
IFNG	MUC1	9606.ENSP00000229135	9606.ENSP00000484824	0	0	0	0	0.055	0	0	0.716	0.720
IFNG	MMP9	9606.ENSP00000229135	9606.ENSP00000361405	0	0	0	0	0.091	0	0	0.737	0.751
IFNG	MAPK14	9606.ENSP00000229135	9606.ENSP00000229795	0	0	0	0	0	0	0	0.769	0.769
IFNG	PTGS2	9606.ENSP00000229135	9606.ENSP00000356438	0	0	0	0	0.099	0	0	0.804	0.816
IFNG	TP53	9606.ENSP00000229135	9606.ENSP00000269305	0	0	0	0	0.086	0	0	0.826	0.834
IFNG	IL6	9606.ENSP00000229135	9606.ENSP00000385675	0	0	0	0	0.128	0	0	0.981	0.983
IFNG	TNF	9606.ENSP00000229135	9606.ENSP00000398698	0	0	0	0	0.202	0	0	0.990	0.991
IFNG	IL10	9606.ENSP00000229135	9606.ENSP00000412237	0	0	0	0	0.566	0	0	0.989	0.995
IFNG	IL1B	9606.ENSP00000229135	9606.ENSP00000263341	0	0	0	0	0.273	0	0	0.997	0.998
IGF1R	TGFB1	9606.ENSP00000497069	9606.ENSP00000221930	0	0	0	0	0	0.126	0	0.720	0.744
IGF1R	MDM2	9606.ENSP00000497069	9606.ENSP00000258149	0	0	0	0	0.056	0.803	0.650	0.753	0.981
IGF1R	TP53	9606.ENSP00000497069	9606.ENSP00000269305	0	0	0	0	0.049	0.292	0	0.800	0.853
IGF1R	INSR	9606.ENSP00000497069	9606.ENSP00000303830	0	0	0.057	0.956	0.137	0.927	0.900	0.696	0.997
IGF1R	PTEN	9606.ENSP00000497069	9606.ENSP00000361021	0	0	0	0	0.054	0.256	0	0.844	0.880
IL10	TGFB1	9606.ENSP00000412237	9606.ENSP00000221930	0	0	0	0	0	0	0.400	0.891	0.932
IL10	IL2	9606.ENSP00000412237	9606.ENSP00000226730	0	0	0	0	0.056	0	0	0.963	0.964
IL10	IL1B	9606.ENSP00000412237	9606.ENSP00000263341	0	0	0	0	0.409	0	0.400	0.978	0.991
IL10	TP53	9606.ENSP00000412237	9606.ENSP00000269305	0	0	0	0	0.082	0	0	0.746	0.756
IL10	PPARG	9606.ENSP00000412237	9606.ENSP00000287820	0	0	0	0	0.047	0	0	0.731	0.733
IL10	MMP1	9606.ENSP00000412237	9606.ENSP00000322788	0	0	0	0	0.054	0	0.400	0.574	0.737
IL10	PTGS2	9606.ENSP00000412237	9606.ENSP00000356438	0	0	0	0	0.056	0	0	0.786	0.789
IL10	PTEN	9606.ENSP00000412237	9606.ENSP00000361021	0	0	0	0	0.067	0	0	0.709	0.717
IL10	MMP9	9606.ENSP00000412237	9606.ENSP00000361405	0	0	0	0	0.053	0	0.400	0.808	0.881
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.130	0	0.800	0.988	0.997
IL10	TNF	9606.ENSP00000412237	9606.ENSP00000398698	0	0	0	0	0.234	0	0.400	0.984	0.992
IL10	MUC1	9606.ENSP00000412237	9606.ENSP00000484824	0	0	0	0	0.067	0	0	0.699	0.707
IL1B	TGFB1	9606.ENSP00000263341	9606.ENSP00000221930	0	0	0	0	0.140	0	0	0.924	0.932
IL1B	IL2	9606.ENSP00000263341	9606.ENSP00000226730	0	0	0	0	0.073	0	0	0.999	0.999
IL1B	MAPK14	9606.ENSP00000263341	9606.ENSP00000229795	0	0	0	0	0.052	0	0	0.779	0.782
IL1B	TP53	9606.ENSP00000263341	9606.ENSP00000269305	0	0	0	0	0	0	0	0.718	0.718
IL1B	PTEN	9606.ENSP00000263341	9606.ENSP00000361021	0	0	0	0	0.043	0	0	0.738	0.738
IL1B	PLAU	9606.ENSP00000263341	9606.ENSP00000361850	0	0	0	0	0.197	0	0	0.720	0.765
IL1B	PPARG	9606.ENSP00000263341	9606.ENSP00000287820	0	0	0	0	0.104	0	0	0.848	0.858
IL1B	MMP1	9606.ENSP00000263341	9606.ENSP00000322788	0	0	0	0	0.174	0.070	0	0.849	0.873
IL1B	MMP9	9606.ENSP00000263341	9606.ENSP00000361405	0	0	0	0	0.275	0.051	0	0.932	0.949
IL1B	PTGS2	9606.ENSP00000263341	9606.ENSP00000356438	0	0	0	0	0.656	0	0	0.928	0.974
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.515	0	0.400	0.989	0.996
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.616	0	0.400	0.993	0.998
IL2	TGFB1	9606.ENSP00000226730	9606.ENSP00000221930	0	0	0	0	0	0	0	0.763	0.763
IL2	TP53	9606.ENSP00000226730	9606.ENSP00000269305	0	0	0	0	0	0	0	0.741	0.741
IL2	TNF	9606.ENSP00000226730	9606.ENSP00000398698	0	0	0	0	0.072	0	0	0.955	0.957
IL2	IL6	9606.ENSP00000226730	9606.ENSP00000385675	0	0	0	0	0.055	0	0	0.999	0.999
IL6	TGFB1	9606.ENSP00000385675	9606.ENSP00000221930	0	0	0	0	0.106	0	0.400	0.932	0.960
IL6	MAPK14	9606.ENSP00000385675	9606.ENSP00000229795	0	0	0	0	0.083	0	0	0.842	0.848
IL6	TP53	9606.ENSP00000385675	9606.ENSP00000269305	0	0	0	0	0	0	0	0.777	0.777
IL6	PPARG	9606.ENSP00000385675	9606.ENSP00000287820	0	0	0	0	0.082	0	0	0.812	0.820
IL6	MMP1	9606.ENSP00000385675	9606.ENSP00000322788	0	0	0	0	0.169	0	0.400	0.731	0.854
IL6	PTGS2	9606.ENSP00000385675	9606.ENSP00000356438	0	0	0	0	0.484	0	0	0.926	0.960
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0.106	0	0.400	0.930	0.959
IL6	PLAU	9606.ENSP00000385675	9606.ENSP00000361850	0	0	0	0	0.140	0	0	0.736	0.763
IL6	MUC1	9606.ENSP00000385675	9606.ENSP00000484824	0	0	0	0	0.044	0	0	0.730	0.730
IL6	TNF	9606.ENSP00000385675	9606.ENSP00000398698	0	0	0	0	0.261	0	0.400	0.989	0.994
KDR	TGFB1	9606.ENSP00000263923	9606.ENSP00000221930	0	0	0	0	0	0.063	0	0.727	0.734
KDR	TP53	9606.ENSP00000263923	9606.ENSP00000269305	0	0	0	0	0.059	0.225	0	0.660	0.730
KDR	MMP9	9606.ENSP00000263923	9606.ENSP00000361405	0	0	0	0	0.057	0	0	0.807	0.811
MAPK14	PTGS2	9606.ENSP00000229795	9606.ENSP00000356438	0	0	0	0	0.109	0.045	0	0.756	0.774
MAPK14	RB1	9606.ENSP00000229795	9606.ENSP00000267163	0	0	0	0	0.134	0.735	0	0.243	0.811
MAPK14	TNF	9606.ENSP00000229795	9606.ENSP00000398698	0	0	0	0	0.087	0	0	0.830	0.839
MAPK14	TP53	9606.ENSP00000229795	9606.ENSP00000269305	0	0	0	0	0.046	0.818	0.900	0.744	0.994
MDM2	TERT	9606.ENSP00000258149	9606.ENSP00000309572	0	0	0	0	0	0.510	0	0.603	0.797
MDM2	PTEN	9606.ENSP00000258149	9606.ENSP00000361021	0	0	0	0	0.069	0.045	0.400	0.838	0.902
MDM2	RB1	9606.ENSP00000258149	9606.ENSP00000267163	0	0	0	0	0.042	0.889	0.900	0.925	0.999
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.116	0.999	0.900	0.999	0.999
MMP1	TGFB1	9606.ENSP00000322788	9606.ENSP00000221930	0	0	0	0	0.072	0	0.400	0.691	0.812
MMP1	TNF	9606.ENSP00000322788	9606.ENSP00000398698	0	0	0	0	0.069	0	0	0.716	0.724
MMP1	PTGS2	9606.ENSP00000322788	9606.ENSP00000356438	0	0	0	0	0.143	0	0	0.728	0.757
MMP1	PLAU	9606.ENSP00000322788	9606.ENSP00000361850	0	0	0	0	0.201	0	0	0.822	0.852
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.743	0.154	0	0.900	0.725	0.974
MMP9	TGFB1	9606.ENSP00000361405	9606.ENSP00000221930	0	0	0	0	0.082	0.599	0.400	0.872	0.968
MMP9	TP53	9606.ENSP00000361405	9606.ENSP00000269305	0	0	0	0	0	0	0	0.838	0.838
MMP9	PPARG	9606.ENSP00000361405	9606.ENSP00000287820	0	0	0	0	0	0	0	0.765	0.765
MMP9	PTGS2	9606.ENSP00000361405	9606.ENSP00000356438	0	0	0	0	0.176	0	0	0.785	0.815
MMP9	PTEN	9606.ENSP00000361405	9606.ENSP00000361021	0	0	0	0	0.044	0	0	0.765	0.766
MMP9	PLAU	9606.ENSP00000361405	9606.ENSP00000361850	0	0	0	0	0.151	0	0	0.855	0.871
MMP9	TNF	9606.ENSP00000361405	9606.ENSP00000398698	0	0	0	0	0.207	0	0	0.915	0.930
MUC1	TP53	9606.ENSP00000484824	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.954	0.966
PIK3CG	PTEN	9606.ENSP00000419260	9606.ENSP00000361021	0	0	0	0	0.043	0.134	0	0.818	0.836
PLAU	TNF	9606.ENSP00000361850	9606.ENSP00000398698	0	0	0	0	0.118	0.066	0	0.723	0.751
PPARG	TGFB1	9606.ENSP00000287820	9606.ENSP00000221930	0	0	0	0	0.105	0	0.750	0.680	0.922
PPARG	TP53	9606.ENSP00000287820	9606.ENSP00000269305	0	0	0	0	0	0.305	0.500	0.866	0.949
PPARG	PTGS2	9606.ENSP00000287820	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.729	0.735
PPARG	TNF	9606.ENSP00000287820	9606.ENSP00000398698	0	0	0	0	0.099	0	0	0.795	0.807
PPARG	PTEN	9606.ENSP00000287820	9606.ENSP00000361021	0	0	0	0	0	0.046	0	0.829	0.830
PTEN	RB1	9606.ENSP00000361021	9606.ENSP00000267163	0	0	0	0	0.105	0	0	0.715	0.734
PTEN	TP53	9606.ENSP00000361021	9606.ENSP00000269305	0	0	0	0	0.067	0.748	0.900	0.968	0.999
PTEN	TERT	9606.ENSP00000361021	9606.ENSP00000309572	0	0	0	0	0.111	0	0	0.808	0.822
PTGS2	TP53	9606.ENSP00000356438	9606.ENSP00000269305	0	0	0	0	0	0.820	0	0.866	0.974
PTGS2	TNF	9606.ENSP00000356438	9606.ENSP00000398698	0	0	0	0	0.185	0	0	0.901	0.916
RB1	TP53	9606.ENSP00000267163	9606.ENSP00000269305	0	0	0	0	0.064	0.510	0	0.872	0.936
TERT	TP53	9606.ENSP00000309572	9606.ENSP00000269305	0	0	0	0	0.060	0.161	0	0.886	0.902
TGFB1	TP53	9606.ENSP00000221930	9606.ENSP00000269305	0	0	0	0	0.120	0.292	0	0.718	0.809
TGFB1	TNF	9606.ENSP00000221930	9606.ENSP00000398698	0	0	0	0	0.125	0	0	0.935	0.941
TNF	TP53	9606.ENSP00000398698	9606.ENSP00000269305	0	0	0	0	0	0	0	0.865	0.865
TOP2A	TP53	9606.ENSP00000411532	9606.ENSP00000269305	0	0	0	0	0.111	0.592	0	0.604	0.843
